Pkgname,documentVersion,timestampMsec,starRating,comment,personId,name,image
com.spotify.music,8.5.57.1164,1589631521062,1,"Like so many I used to love this app. Now the music stops constantly and closing/re-opening doesn't fix it nor does uninstalling/reinstalling. Also, the majority of the time I can't see the artists I've followed on the artists tab it just says ""add artists here"" or it'll say ""recommended artists"" but be artists I already follow. I shouldn't be paying $10 a month for an app that doesn't work consistently, it's very frustrating and annoying and it needs to be fixed",106038428624992661251,muz ik,https://lh3.googleusercontent.com/-Ki_Uxu5IjJw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmrFSoOVljw-Ra_sJrYuXU6AyN6Rw/photo.jpg
com.spotify.music,8.5.55.1105,1589286959275,1,"Spotify is another one of those great applications that seems to have become so focused on adding new features that they forgot some of the basic features that most music players should have. - No customization, period. - Album art is tiny. I get that they want to add the canvases. - No landscape mode. This is the weird one. It's such a basic feature. And before you say anything about car mode... - Car mode activates for my headphones and not my car *face-palm* Switched over to Play music.",107572297102303797391,Sam C,https://lh3.googleusercontent.com/a-/AOh14Ggsl9TMs3nlTJfmksTMoeex4DPwha8O19gID8agqg
com.spotify.music,8.5.56.1186,1589438325004,2,"These podcast ads are out of control. I'm so frustrated. I've been trying to get a podcast episode started for nearly 15 minutes. I don't mind a few ads here and there, but I'm getting three or four ads anytime I click on anything in the app. I listen on Alexa, and the ads are significantly louder than the podcast I'm listening to. I've already installed different podcast apps.",109447300878950608523,Brandi Turpin,https://lh3.googleusercontent.com/a-/AOh14GhJwfJWSbm9MRueTu-gX6SQoXllwqq-iuJwkbhUCw
com.spotify.music,8.5.57.1164,1589741423684,5,"Tried Pandora. Rarely heard the artist I wanted to hear. Their response was that ""you don't understand that Pandora is to find 'similar artists and introduce you to new music'..."" With Spotify, it's easy to build a personal playlist or find a playlist already created. Spotify is easy to use and allows for finding similar artists as well. Icing on the cake.",108889491675197996782,L J BRAND,https://lh3.googleusercontent.com/-yGaCpy7aUzs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckAUDJVyk58xqwKgduXjJbbs9mXPA/photo.jpg
com.spotify.music,8.5.57.1164,1589573548177,3,"I love Spotify as a service. Think it's the best available. The rating is based solely on this app, which I find is super buggy. Often really laggy, and frequently have difficulties accessing online material. Spotify app tells me there is no connection while I can still access internet through chrome etc. I know some friends have also had this issue. Other than this frustrating issue, I really enjoy the app which is sleek and easy to use.",113055180590237747492,Arron Phillips-Williams,https://lh3.googleusercontent.com/a-/AOh14Gjt3MI3z752ISFHPnczBH8IPhG7sx-bXHSOPJ5H
com.spotify.music,8.5.57.1164,1589710743376,3,"I like the app in general. I used to have a subsribtion and was satisfied. Now i am unable to complete the payment but I am not allowed to use one of my International card, it is time that paying is also possible via PayPal! That is a way more secure system. When the money was deducted from my account. The customer service simply said, nothing reached us talk to your bank.. So I lost my money but still no access to the premium service.. Pretty disappointing.. A few artists cannot be found..",112403911906967660526,Christina Eisenbach,https://lh3.googleusercontent.com/-CgKm6y8P9Qs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck6qF-QIIV8H9CFNqLz0gZ67rl7jA/photo.jpg
com.spotify.music,8.5.57.1164,1589596578566,3,"I have loved spotify for a long time now, but recently, when I'm connected to bluetooth, it will say watch this ad to get 30 mins of ad free music, so I'll do it and then it will skip to a song halfway through. So I'll skip the song and then it will play an ad. So there goes my 30mins of ad free music. It has become more of an annoyance to use spotify for music. Until it's fixed I will not be using spotify.",104619645080358465394,Ariel Bailey,https://lh3.googleusercontent.com/a-/AOh14GgeiSENVTPQXDoyOebFn-88bL3W03kXZKPVa7mnGQ
com.spotify.music,8.5.57.1164,1589657229081,3,"I think Spotify is good if you want to listen to songs which you'll otherwise have to use YouTube to listen to, but your device needs to be connected to Internet to use it. You can't pick the track you want, and the ads for Premium are incredibly annoying. They put ads on so they'll make people want to switch to Premium just to make more money.",113721199683934988491,Nathaniel Whiffen,https://lh3.googleusercontent.com/a-/AOh14GgpFgYiB-9sORxXd_64qO2g823ujz2D9kBFzBXE
com.spotify.music,8.5.57.1164,1589725335350,1,"This app is unusable 98% of the time. I start a playlist, watch an add, then it freezes. On the rare occasion i actually get through the add i may get to listen to a few songs before it eventually freezes. I used to think these things happened when i had bad service or was driving but no. It happens at home on wifi as well. I laugh when i get spammed to upgrade, i can barely use the free version. For example, Pandora almost never freezes..",112426160218316949790,Jon K,https://lh3.googleusercontent.com/a-/AOh14Gi8C0XQ8Sc_F0hrDIrYyft6yiwa4x_8o3z4ej_2
com.spotify.music,8.5.57.1164,1589713966199,3,"Great app overall, however there's room for improvement as it doesn't sync well between devices, and it's frustrating that if I open something, say in a search, then go to the library real quick, it will delete where I was at with my search (goes for all of the tabs - really annoying, as it would've been really helpful for navigating and creating playlists) - also I would love to see a feature in which you can save you queue real quick in a playlist (seen in Google Play Music; super practical!).",101267600654649540439,Soph,https://lh3.googleusercontent.com/-3Q97fiPfDfo/AAAAAAAAAAI/AAAAAAAAsH8/AMZuucmY3YJX4Rb9cGeQs8TUqFtWx95ceQ/photo.jpg
com.spotify.music,8.5.57.1164,1589689732629,1,"I stopped paying for premium a while back since I have'nt been listening lately anyway and realized how bad the mobile app is for free users. Shuffle play only seriously? The desktop app isn't like that even on free. Because of that, I can't enjoy the playlist/albums that should be played in a specific order (which is most of what I have) when I'm on mobile unless I start paying again. But that's not the case on the desktop version. I'm sorry but that is just ridiculous.",104904561150178523453,Zeruel Trinos,https://lh3.googleusercontent.com/-R5Uh7JDpiRo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclArJq-u7dTAXLeE4pMovijJ6bkMQ/photo.jpg
com.spotify.music,8.5.57.1164,1589575704167,4,"I use spotify daily and I love the amount of songs they have. It works perfectly offline. The only issue I have is that it glitches a lot. Also, even when I have a stable internet connection, it says that I'm offline sometimes and songs take ages to load. This has been an issue since I've started using the app around 3 years ago.",112426516889712378203,Lan Anh,https://lh3.googleusercontent.com/a-/AOh14GivgMW9l646oLTxZPf3aZSkzBZOJDnuUqldI09R_Q
com.spotify.music,8.5.57.1164,1589425159352,3,"Has the ability to listen while on a phone call been disabled on purpose? Always was able to before, but now when I try to it just pauses as soon as I hit play. I am often on long calls and while on speaker like to have my music playing softly in the background, or the ability to listen to a song if the other person recommends one. If this is an intentional change, please consider changing it back. I can't be the only one who uses the app this way and really inhibits the experience.",104985466770652040503,Chris Schwanke,https://lh3.googleusercontent.com/a-/AOh14Gi0N3YarVszhSwpxe9KxFrBImjriyz47Wi8HwJRcg
com.spotify.music,8.5.57.1164,1589481421920,5,"Have been using this app for almost 2 years now both the free version and the premium. You can find almost all songs and even listen to public playlists created by friends, colleagues and even strangers that have your same music taste. Once the playlist ends Spotify automatically starts playing songs similar to the ones in the playlist so you can keep enjoying your music and find out more tunes as well. Premium provides you with lots of cool features as well. Highly recommended!",110775581523257544029,Dylan B,https://lh3.googleusercontent.com/a-/AOh14Gik5d4jEzm3G-2sasEUCIxElIOE5Pkpkrat2WnZ
com.spotify.music,8.5.57.1164,1589576529753,5,"Well, I've been using the Amazon Music app that is about ten dollars a month. Spotify is way more up my alley. Lots easier to populate your lists. Helpful suggestions. High bit rate sounds great! The thing is, I'm listening to blues guitarists that I had no knowledge of. Samantha Fish for example. Just my opinion.",108420383700308067255,Batsen Belfry,https://lh3.googleusercontent.com/a-/AOh14Gi3CAyr9Xp-TRZ9ZtgS9eWmZEfz8xaOzMsGYwp5gw
com.spotify.music,8.5.57.1164,1589403364113,1,"Honestly the experience isn't bad. Except for one infuriating ""feature"" that shouldn't be as it is. Why in the f*** is the option to hide a song between like and add to playlist? Two things I would do if I enjoyed a song. And why isn't there a confirmation message for if I accidentally press this brilliantly placed button? And why have I gone through an hour of support sites trying to reinstate this song to no avail? Horrible design on an app breaking function that's more akin to a bug.",117353949984391435429,Albert Becker,https://lh3.googleusercontent.com/a-/AOh14GjaBUYXpnwoxwqT2fKp6UPC22_DWl3u-8uk-5m0CQ
com.spotify.music,8.5.57.1164,1589676697161,1,"I used to LOVE this app. I've been a faithful spotify user for years and had A LOT of music and playlists saved on there. Recently I have been noticing my recently played music was different and my music would stop randomly. I changed my password and theres a button on spotify website that will log you out of all devices. I did this. And it didnt help I still had to battle with someone to listen to music. When i contacted spotify there ""fix"" deleted my account. Now I'm going to try apple music..",104604136220981922084,Samson Rice,https://lh3.googleusercontent.com/-LxFfAVZaGMo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucksunlvVhKUrH-rJFS9OoJsMTMciw/photo.jpg
com.spotify.music,8.5.57.1164,1589700637337,2,"Came from YouTube music because of the plan I have with my family and I can honestly say that it is the worst. The app unexpectedly closes, the music stops playing whenever it wants too. Sometimes it'll take more than 10 seconds for my music to load up both on wifi and network connections. I had this app before and it was never this buggy so I hope this all gets fixed soon...",111092178922695657047,Carlos Murguia,https://lh3.googleusercontent.com/a-/AOh14Gi6PQvKBouaWnO5bmWy-oYhGuWz2LTXeZeLAbozCQ
com.spotify.music,8.5.57.1164,1589544086318,2,"Sure it works, it is even good for just listening to music. But GOD the podcast section is TERRIBLE. Response: I am displeased with the inability to sort my podcasts in any sort of way. A drag and drop interface on my playlist would be helpful. Having no option for WiFi only downloads means I have to NOT use this app when I am out and about. Adding that feature would aleviate my fear of using all my data and being charged. I find the whole interface awkward/unfriendly.",113512148190837899958,Kyle A. Kraly,https://lh3.googleusercontent.com/a-/AOh14GiiQGy6vhQNHvwa2WdybqvHbPsaOrNO-NjDRxkj
com.spotify.music,8.5.57.1164,1589581817364,2,"I don't know if this is a weird update, but the songs I chose play for a few seconds, so you somehow need to get to the song. This is my first time installing, and there are no directions. Instead of just clicking on a song quickly to have it play, you have to figure stuff out. Why? It's annoying and just not needed. I might uninstall.",109246161166500626603,Midnight,https://lh3.googleusercontent.com/a-/AOh14GhUEXeZmgpdCR83mAURBzKTY0gU8Q32FnDqsRxjfw
com.spotify.music,8.5.57.1164,1589259148280,1,"I love this app, I use it all the time and the subscription option for students is an enormous help for me. My issue now is that I can't play songs while having a call on Whatsapp. I have to uninstall the app and install it again to play songs while on the call. It is very important to me because that's how I listen to music everyday basically and it's very annoying. I've been having this issue since the most recent update and before this I didn't have any problems. Fixed it by downloading Lite.",115882132933532193321,Perla Villarreal Plascencia,https://lh3.googleusercontent.com/a-/AOh14GgmLTfqK5P_WVsaEwykkQTQx3uaTUXBd5WAbyTKag
com.spotify.music,8.5.57.1164,1589715122523,3,"Great music app and quite simply to use.. i am rating it 3 stars because i am not eligible for a student plan even though i am a college student. The student plan is only for university students and i don't know why? I can't afford to pay £10 a month for it. I am moving back to YouTube music as they accept every student from nearly every college and uni, it is also cheaper for me",106865587860304459785,NewLeafSev,https://lh3.googleusercontent.com/a-/AOh14GhQRxTWIqtboat9Uia9z3yaK-ldRb4b7DbPrlkBeA
com.spotify.music,8.5.57.1164,1589681684895,1,"I'm going to be straight-up honest this app is completely not user-friendly. As someone who is a 90s baby and grew up having to learn about the new technology I am really surprised that I had such trouble using this app. I mean I just want to have the music available for myself but the options are to like a song, download an album, like an artist, download an artist, make a playlist??? let me just make one goddamn list of music that I can listen to Spotify!!!!!!! Why so many options bro😭😩",102490125366999931126,Shan Pyka,https://lh3.googleusercontent.com/a-/AOh14GjhkMpsFgcLY3x0n2B5tcnjpFNp2bxDxmbVCrZQHQ
com.spotify.music,8.5.57.1164,1589618968077,5,"It's really amazing. I can listen to Spotify all day. It provides every song including reprises, remakes, etc. I'm totally loving it. I will definitely share this with others and tell them to download. It's awesome. If a put a song's story on my Instagram it provides the link too, we just have to click on it. It's really awesome...!❤",100050895803205501818,Sneha Jain,https://lh3.googleusercontent.com/a-/AOh14GiMmhnQsv6ZS7DvDp7Q9XyqIiBSnArsv_E7rhvM4g
com.spotify.music,8.5.57.1164,1589503863426,1,"Worked perfectly until today. Now it barely opens and won't load or play anything I try to select. I can't even navigate within the app without it freezing up. I've uninstalled and reinstalled the app more than once,, and even reset my whole phone (Galaxy S8) to factory settings and reinstalled everything, still isn't working. It's my primary app for podcasts and music and I'm a premium subscriber. NOT HAPPY.",116962678915499169116,Team Richardson,https://lh3.googleusercontent.com/a-/AOh14Gj2lqE_nHmKv3jR4Js2ICoASJ-cODj5sM1AoH2OvA
com.spotify.music,8.5.57.1164,1589655094621,2,"I love Spotify, I listen to it on my Kindle as I fall asleep. But, I wanted to get it on my phone. And I did, but the thing that ticks me off the most is that, I have made my own playlists for songs that I like. And I can't even play them it just says, "" shuffle"" and it chooses horrible songs that aren't even on that playlist!😡 Though it still works on my Kindle so I suppose it's fine....",100977976402585224830,Lunax,https://lh3.googleusercontent.com/a-/AOh14GhF2IdKle1xax7wLi9hmpwcX6gsGhcwHASGyWWN
com.spotify.music,8.5.57.1164,1589487549704,1,"It used to be awesome. But now you are trying to listen to a playlist but instead it plays suggested track which is horrible. Now Spotify want your money. Now the website is better. When I am trying to press repeat, it doesn't even dare to turn on because they are so busy loading ads. There are more ads than music. Also, when I am making a playlist, they add songs I don't like. I only listen to it because it is my only music app. Also, don't respond the same thing all the time. From, A mad user",106142702191938547059,Gabe Gonda,https://lh3.googleusercontent.com/a-/AOh14Gh1lK1ZuUQ6Kt6IGfUW3try68bdlbzUQbAfmu1awU8
com.spotify.music,8.5.57.1164,1589709503382,1,"It's an amazing music streaming app. My only problem is that whenever I open it, it always says ""No Internet Connection"" when in fact I am connected to the internet. I tried waiting for it to load but it doesn't connect at all. Edit: I tried reinstalling in and now it won't work. It's stuck on a black screen when I open the app.",103860348967521632071,Kymberly Medina,https://lh3.googleusercontent.com/-yZWpj6uoClM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmyBH6_lQ7e6QDIThNgiBwOK2yS-w/photo.jpg
com.spotify.music,8.5.57.1164,1589550426885,3,It was fine at first and it became my favorite music app. But now when i try to make a new playlist it won't let me add songs. It stops after like ten songs. Then i gotta go out of it and add it the other way through my like songs. Tried deleting it and redownloading it but it doesn't help. Now the app on my laptop tweaks too. After i play a few songs it starts over and if i tried to skip it starts over. This started after i upgraded to premium. I thought it would get better not worse,109529746927316206063,Ms Panda Bear,https://lh3.googleusercontent.com/a-/AOh14Gg3ItoBayUv12E3wKRX8UrX--FoexOfashjwlxxTA
com.spotify.music,8.5.57.1164,1589745216206,2,Keeps stopping for no reason. This has been happening on and off ever since I got the app. The 1st time in consistently happened I got in touch w CS. They told me I had to update app. Ok. Did. Was fine for a bit. Now doing it again. WHY the H am I paying for a service that DOESNT WORK PROPERLY. Give me a break. Please Spotify. FIX THESE ISSUES!,100215209640959550657,Katrina Smildzins,https://lh3.googleusercontent.com/a-/AOh14GgzRL-AMcF9hJTBEJnBn-V6MyOOmpvphBw4kwV-tw
com.spotify.music,8.5.55.1105,1588489989659,1,"Freezes constantly, even if you pay to be a premium member. You get the ""loading"" wheel but it never loads. Randomly says you need to go online to see menu (doesn't matter if you're connected to Wi-Fi or a 4G network). Stops playing at random times in the middle of songs. Sometimes the audio stops, but the progress bar keeps going. Content is great when it works, which is less and less frequently. Checked the web for solutions, but apparently this has been a problem for half a decade.",115750028023524407711,Megan Kobe,https://lh3.googleusercontent.com/a-/AOh14GiP677NWj64CuGMSYwjT69_y6r2niCxv8vOdCYd
com.spotify.music,8.5.57.1164,1589711191765,4,"Yo Spotify! I have a few issues about this app. On older versions, the app isn't very optimised, so it can be quite slow. Secondly, the reason I prefer using an APP like TIDAL over Spotify is because it allows users to swipe up from the bottom tab that says the currently playing song. I've seen this implemented in many apps and Spotify would be great. the now playing needs a refresh - it looks dull! Finally, could you consider the desktop version and let us stream any song with ads? > Shuffle",109878925451895289564,Liam Chen,https://lh3.googleusercontent.com/-24dJhqGwz4s/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucktYzMGlkzzsZb5ua6NnXRFWZlX9A/photo.jpg
com.spotify.music,8.5.57.1164,1589746371024,1,This is the worst app! I tried to create an account that then would say I was offline. The app continues to send a link in my email to log into my account that supposedly is valid for 4 hours. I use the link within 1 minute of recieving it only for it to say it is expired. I was going to switch from Google Play Music but looks like I cant even get to the free 3 month trial stage. What a joke!,102212539535258581761,J Ashton,https://lh3.googleusercontent.com/a-/AOh14Gh2gMS4KO0RlI0XpKsps76-ckmKh9Yf5Z2iMDW6ZYA
com.spotify.music,8.5.57.1164,1589692937189,1,Please for the love of god fix app. I love spotify I love love it but it takes an eternity to get anywhere or do anything. Not only that but it stops and pauses for no reason. Disclaimer no it's not my wifi or connection. It's only on this app. It takes like 45 minutes to load. Please please fix. Also I am a spotify premium listener so it's not the ads doing anything. If I'm paying for an app all I ask is for it to work....,110945113148330236592,Brigitte Bagwell,https://lh3.googleusercontent.com/a-/AOh14GgCxSH9qwAXA4ObtTVbg0XYXeSC-EvzRrP9VDcQ_uw
com.spotify.music,8.5.56.1186,1588860267872,1,"I used to love Spotify. Over the past several months, the app has gotten totally glitchy, doesn't link up with Alexa or other speakers, and doesn't open on my phone often. I tried logging out, restarting my phone, and reinstalling the app, but now there's an error with the download and I can't get it back on my phone. I'm out of ideas. Spotify, fix yourself because you wrecked yourself.",116875247018127249458,Annie Lake,https://lh3.googleusercontent.com/a-/AOh14GiRxiLSrcclIY5g3-kwx6D8cU8gRhDXxZqSEh394Bg
com.spotify.music,8.5.57.1164,1589701545577,1,"Only 1 reason why im giving 2 stars. Im using the app for around 1.5 year never got a problem. Im a paying customer,and in the last month i have problems logging in the app,it sais you are currently set to offline,im getting a confirmation email so i can login,but is not valid. Disgusting,you should have at least a support team for the paying customers. I re-installed the app,it worked fine for 2 days,but then it keeps loging me out for unknown reason and then the circle goes on,cant connect",108317159792588813263,τζατζικι αβοκαντο,https://lh3.googleusercontent.com/a-/AOh14Gjl0NNqJFc77juklScaaptNYnP8b2nP47autkRJ
com.spotify.music,8.5.57.1164,1589700854931,1,"So i've been paying for premium for probably a good 2 years and evrything worked fine for that time. I wouldve given it a 5 star rating for that time, but the past few weeks the app has been horrible. I go to a playlist and and hit shuffle and the music either doesnt play at all or just cuts out after a few seconds. I try pausing and playing it or exiting the app and restarting it to no avail. Im pretty sure its the new update so please get this figured out spotify.",109240701421494903468,Pavel Tk,https://lh3.googleusercontent.com/-0MH0CDr8liA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmOpbLAReRok8qJ6eKmikytlMV8Cw/photo.jpg
com.spotify.music,8.5.57.1164,1589732629389,5,"Been using Spotify for 7 years or so now, never had an issue, 99/100 times has every song I'm looking for. Essential and only app I use for my music. Easy to make Playlists, organize, rearranged share them. Also if you use it with Shazam, it automatically makes a Shazam Playlist letting you listen to the songs you shazammed. Heck to the yes.",113615268047306161363,Kerry Murtha,https://lh3.googleusercontent.com/a-/AOh14GieX1WwDFVThrnYG_zBJCPqPMrXU7SMXDwqwTpfBg
com.spotify.music,8.5.55.1105,1588263919606,1,"The last couple of updates have made the app unusable. Everything just loads indefinitely. Can't load artist pages, playlists, albums, nothing. The app was never really all that great to begin with, but now it's basically useless. Not to mention the app for PC is always broken too. Starting to wonder what I'm paying for. Can't even listen to music on the go. If you guys could get this app working again I would be very grateful. I'm using a Samsung Galaxy S7",116541008419990689155,Will Burgess,https://lh3.googleusercontent.com/a-/AOh14GiehyLCBiTGJAlCpZFDpa1CK5FSM8j-EH_V_FJV
com.spotify.music,8.5.57.1164,1589392868774,1,"So you play a ten second ad, telling me to listen to an ad. Then the 30 second ad. Then another ten second ad, telling me that I just listened to the ad you wanted me to. Next you play five crappy songs in a row, completely unrelated to the band I chose (no, I don't want to hear Iron Maiden while I am listening to Peter Gabriel) and then ask me to rate you. Wow, man. And you want me to give you money?! Bold.",113235274803617754709,Melissa-Lucia Marra,https://lh3.googleusercontent.com/a-/AOh14GieAaDKAKHcl8wI94ECfQgMAm1PMdaPoFXbiCrg_A
